1	-3.260397	6.906417
2	-3.632290	6.907771
3	-3.397551	6.426104
4	-3.662953	6.660800
5	-3.440788	6.937723
6	-3.291995	6.328551
7	-3.366372	7.182663
8	-3.498494	7.166416
9	-3.149608	7.015214
10	-3.787625	6.209023
11	-3.953336	5.947493
12	-4.023325	6.321925
13	-3.839996	6.472760
14	-4.018499	5.876154
15	-3.800610	5.946270
16	-3.570096	6.069357
17	-4.344698	6.077307
18	-4.513142	5.846961
19	-4.105984	6.101675
20	-4.400224	6.194517
21	-4.038918	5.654023
22	-5.723872	7.052564
23	-6.055082	6.602947
24	-5.844579	6.635363
25	-5.636775	6.651568
26	-6.037546	6.896568
27	-5.500270	6.723468
28	-6.111412	7.448124
29	-5.539035	7.657708
30	-5.606104	7.493205
31	-5.476948	7.914011
32	-5.703679	7.806143
33	-4.315782	8.379720
34	-4.137540	8.081339
35	-4.530515	8.018313
36	-4.375863	7.960166
37	-4.750311	8.371633
38	-4.675715	8.731388
39	-4.938431	7.791673
40	-4.701989	7.714015
41	-5.166847	7.838461
42	-5.277931	7.695516
43	-5.300993	7.934304
44	-5.102958	7.457994
45	-4.908034	8.106257
46	-5.232071	8.319269
47	-5.598895	8.725664
48	-5.181111	9.163139
49	-5.531590	7.361837
50	-5.308574	7.450059
51	-5.645342	7.360556
52	-5.190957	7.136901
53	-5.229103	6.527132
54	-5.112736	6.417422
55	-5.026409	6.699474
56	-5.148486	6.919306
57	-4.884319	7.225912
58	-5.337015	6.823865
59	-3.636521	5.654811
60	-4.002729	5.334637
61	-3.844322	5.357087
62	-3.701841	5.401422
63	-4.242893	5.414191
64	-4.066367	5.517012
65	-4.559908	5.238031
66	-4.535666	5.406788
67	-4.541333	5.657780
68	-4.998122	5.365156
69	-4.754623	5.984212
70	-5.072439	6.204175
71	-7.136376	7.570488
72	-7.289982	7.673955
73	-7.183199	7.316389
74	-7.344393	7.405325
75	-7.590199	7.451152
76	-7.465907	7.267746
77	-7.622609	7.142829
78	-7.809244	7.291920
79	-8.177766	6.958076
80	-8.291545	6.722375
81	-7.396248	7.142536
82	-7.475430	7.003247
83	-7.398694	7.251394
84	-8.184913	7.423305
85	-7.982719	7.195188
86	-7.199843	7.074423
87	-7.948533	7.868612
88	-5.723696	9.355952
89	-5.698190	9.562844
90	-5.991164	9.618970
91	-5.836502	8.866821
92	-5.935291	10.036309
93	-6.103258	9.147285
94	-5.395215	9.534156
95	-5.428445	9.297756
96	-5.573247	9.075830
97	-6.409845	10.464733
98	-6.605562	10.494488
99	-6.267314	10.360861
100	-6.648476	9.828754
101	-6.499432	9.395949
102	-6.219072	9.834516
103	-6.373818	10.043771
104	-6.543058	10.023793
105	-4.942000	9.548070
106	-5.183377	9.715982
107	-4.400180	9.150170
108	-5.178596	10.085256
109	-5.499455	10.016412
110	-5.647915	10.288608
111	-7.242339	8.223869
112	-7.642906	7.987517
113	-7.401403	8.526491
114	-7.776136	8.902044
115	-5.871374	5.312645
116	-6.190251	5.218782
117	-6.516798	5.909302
118	-6.375626	5.687274
119	-7.421456	4.591678
120	-7.290662	5.209427
121	-7.030853	4.860817
122	-6.672368	5.087328
123	-6.774255	5.633484
124	-6.953711	6.186966
125	-6.096103	5.585409
126	-6.583677	6.143608
127	-7.053202	10.102703
128	-7.509028	10.248889
129	-7.270937	9.036604
130	-7.575833	9.095466
131	-7.613464	9.888806
132	-7.486918	9.874800
133	-6.998730	9.679207
