-3.496235	6.72941	-3.495588	6.715023	2
-3.496235	6.72941	-3.512154	6.734689	1
-3.496235	6.72941	-3.514883	6.721583	2
-4.014445	5.42112	-4.010331	5.433724	1
-4.014445	5.42112	-4.010147	5.42625	1
-4.014445	5.42112	-4.019121	5.42385	1
-4.0216	5.446905	-4.024204	5.438757	2
-4.0216	5.446905	-4.017303	5.446589	2
-4.0216	5.446905	-4.015951	5.433888	1
-4.006585	5.435913	-3.994769	5.432752	1
-3.997226	5.417191	-4.000592	5.411181	1
-3.99805	5.407898	-3.992217	5.406264	3
-3.211737	5.469107	-3.204099	5.46974	2
-3.211737	5.469107	-3.267292	5.422211	1
-4.110951	5.315826	-4.09802	5.316675	1
-3.267292	5.422211	-3.211824	5.390026	2
-3.267292	5.422211	-3.211737	5.469107	1
-3.886351	5.241777	-3.900311	5.242825	1
-3.886351	5.241777	-3.907973	5.249202	1
-4.210628	5.92858	-4.20603	5.977015	1
-4.210628	5.92858	-4.217436	5.928619	1
-3.953847	5.362749	-3.956538	5.370529	1
-4.217436	5.928619	-4.20603	5.977015	1
-3.204848	7.127898	-3.204733	7.143858	1
-5.023201	7.661988	-5.01455	7.67953	4
-5.023201	7.661988	-5.027187	7.651894	1
-3.960562	5.289332	-3.948415	5.291229	5
-4.011552	5.450978	-4.0216	5.446905	1
-4.039695	5.327666	-4.039175	5.321305	1
-3.940107	5.35375	-3.978407	5.402154	1
-3.961963	5.349939	-3.954244	5.346763	1
-3.961963	5.349939	-3.968842	5.355836	4
-4.069722	5.326284	-4.07045	5.322654	5
-4.069722	5.326284	-4.073926	5.329682	2
-4.069722	5.326284	-4.065106	5.331971	2
-3.957629	5.310841	-3.94374	5.309186	1
-4.088085	5.321261	-4.08849	5.333922	1
-4.088085	5.321261	-4.088784	5.312996	1
-3.960988	5.363379	-3.966466	5.370573	1
-3.960988	5.363379	-3.953847	5.362749	1
-5.973374	6.121154	-5.94555	6.148645	1
-3.984856	5.404333	-3.966466	5.370573	1
-3.984856	5.404333	-3.981421	5.398935	1
-3.984856	5.404333	-3.981818	5.393693	1
-3.984856	5.404333	-3.978407	5.402154	1
-4.010147	5.42625	-4.010331	5.433724	1
-4.010147	5.42625	-4.014445	5.42112	2
-3.987795	5.387504	-3.991798	5.379097	1
-3.987795	5.387504	-3.981421	5.398935	4
-3.987795	5.387504	-3.998567	5.386569	6
-3.987795	5.387504	-4.000748	5.374202	1
