-6.419613	5.050336	-6.497682	5.021883	1
-4.08849	5.333922	-4.091508	5.338455	2
-4.08849	5.333922	-4.089827	5.33062	1
-4.08849	5.333922	-4.08183	5.331853	1
-3.94374	5.309186	-3.947516	5.310266	1
-3.992217	5.406264	-4.000592	5.411181	1
-4.028116	5.426486	-4.02693	5.433253	1
-3.993941	5.375575	-3.991798	5.379097	1
-3.993941	5.375575	-4.000748	5.374202	1
-3.968842	5.355836	-3.968803	5.348878	2
-3.99997	5.403825	-3.99589	5.400109	1
-3.99997	5.403825	-3.99805	5.407898	1
-3.99805	5.407898	-3.99997	5.403825	1
-4.02071	5.355059	-4.025267	5.356514	1
-4.101965	5.32932	-4.110586	5.330667	1
-5.026854	5.93634	-5.153277	5.890399	1
-7.346521	6.745932	-7.352674	6.744438	2
-6.462767	6.87289	-6.455458	6.854143	1
-6.406859	6.81041	-6.462767	6.87289	1
-4.021516	5.337642	-4.023316	5.353329	1
-3.997911	5.344791	-4.004406	5.340151	2
-5.230336	6.884146	-5.243575	6.865502	2
-3.912997	5.24845	-3.918318	5.242714	1
-4.078347	5.318462	-4.080665	5.323305	5
-4.078347	5.318462	-4.07045	5.322654	1
-6.432639	6.893828	-6.44185	6.871595	1
-4.023072	5.323831	-4.039695	5.327666	1
-6.591126	6.486824	-6.585165	6.474772	2
-6.591126	6.486824	-6.574729	6.495825	2
-6.574729	6.495825	-6.591126	6.486824	1
-4.073926	5.329682	-4.073871	5.333064	1
-4.073926	5.329682	-4.089827	5.33062	2
-4.073926	5.329682	-4.08183	5.331853	1
-3.900311	5.242825	-3.907973	5.249202	2
-6.638127	4.743548	-6.655096	4.750824	3
-6.655096	4.750824	-6.638127	4.743548	2
-6.655096	4.750824	-6.622706	4.74054	1
-5.023201	7.661988	-5.01455	7.67953	1
-3.960562	5.289332	-3.948415	5.291229	4
-4.014445	5.42112	-4.01321	5.413054	1
-4.014445	5.42112	-4.010147	5.42625	1
-4.014445	5.42112	-4.019121	5.42385	1
-4.039695	5.327666	-4.025588	5.32152	1
-4.0216	5.446905	-4.051118	5.446725	1
-4.006585	5.435913	-3.999674	5.423816	1
-4.000633	5.334601	-4.004406	5.340151	1
-4.000633	5.334601	-4.011197	5.334394	1
-4.000633	5.334601	-3.996917	5.338776	1
-3.961963	5.349939	-3.957371	5.358006	1
-6.607487	5.786158	-6.588124	5.788395	2
-3.943354	5.329308	-3.94374	5.309186	1
-4.088085	5.321261	-4.080665	5.323305	1
-4.088085	5.321261	-4.08183	5.331853	1
