antenna_lon	antenna_lat	weight
-4.143452	5.342044	0.0
-3.496235	6.72941	1.0
-3.485944	6.729422	0.0
-4.014445	5.42112	3.1699250014423126
-4.0216	5.446905	1.0
-4.006585	5.435913	1.0
-3.997226	5.417191	0.0
-3.99805	5.407898	0.0
-3.211737	5.469107	1.5849625007211563
-3.164583	5.29179	1.5849625007211563
-4.110951	5.315826	0.0
-3.312813	5.30441	1.0
-3.886351	5.241777	0.0
-3.854787	6.091386	0.0
-3.389103	6.65709	0.0
-2.919295	5.414372	1.0
-4.210628	5.92858	1.0
-3.953847	5.362749	1.5849625007211563
-5.057637	7.682969	1.5849625007211563
-5.023201	7.661988	3.3219280948873626
-3.960562	5.289332	0.0
-4.011552	5.450978	1.5849625007211563
-4.039695	5.327666	0.0
-5.326043	6.839458	0.0
-3.940107	5.35375	0.0
-4.069722	5.326284	0.0
-4.088085	5.321261	1.0
-3.960988	5.363379	1.0
-3.97537	5.303743	0.0
-5.973374	6.121154	1.5849625007211563
-4.020957	5.396149	0.0
-4.067051	5.366841	0.0
-3.984856	5.404333	1.5849625007211563
-4.010147	5.42625	1.0
-3.968803	5.348878	1.5849625007211563
-3.972668	5.338835	1.0
-3.963821	5.304552	1.5849625007211563
-4.049611	5.493694	3.700439718141092
-3.17258	5.98135	0.0
-3.945723	6.669894	0.0
-4.08183	5.331853	0.0
-4.179349	5.45614	0.0
-4.088991	5.526551	2.321928094887362
-4.088784	5.312996	0.0
-6.65866	4.76788	2.0
-5.94555	6.148645	2.584962500721156
-4.89402	5.657079	0.0
-5.356928	5.842847	0.0
-4.057111	5.333743	2.321928094887362
-4.111707	5.369141	0.0
-3.88921	5.346685	2.0
-6.522211	6.180779	0.0
-6.459591	7.237881	0.0
-6.003071	5.414547	0.0
-6.346468	5.20854	0.0
-3.962161	5.297789	1.0
-6.66898	4.772571	2.321928094887362
-4.091508	5.338455	1.5849625007211563
-5.29165	6.824332	1.0
-5.958943	6.46199	0.0
-3.599589	5.275466	2.0
-4.005653	5.406751	0.0
-3.981183	5.347603	0.0
-5.570656	7.679088	0.0
-3.194078	6.00951	0.0
-4.031213	5.346444	0.0
-3.99589	5.400109	2.0
-5.015629	6.562483	1.5849625007211563
-3.889793	5.355916	2.321928094887362
-4.026443	5.355336	0.0
-3.869922	5.348026	0.0
-4.053861	5.325659	1.0
-3.981421	5.398935	0.0
-2.801975	8.042674	1.5849625007211563
-4.204861	6.6585	0.0
-3.956538	5.370529	1.0
-3.596764	5.261879	2.584962500721156
-3.512154	6.734689	0.0
-5.031158	7.681516	0.0
-3.804281	6.251303	0.0
-5.31967	5.634025	0.0
-4.024002	5.359853	0.0
-3.987618	5.419455	1.0
-3.495588	6.715023	0.0
-5.027187	7.651894	2.807354922057604
-6.613363	4.736188	0.0
-4.028446	5.330621	0.0
-4.015731	5.357661	1.0
-4.02162	5.419177	0.0
-4.091533	5.354696	0.0
-6.681608	7.954907	1.5849625007211563
-4.014943	5.323478	1.0
-3.204733	7.143858	0.0
-5.060519	7.705747	1.0
-6.44185	6.871595	2.0
-3.935408	5.363574	0.0
-4.110586	5.330667	1.0
-3.999674	5.423816	1.5849625007211563
-4.000748	5.374202	2.321928094887362
-4.004406	5.340151	1.0
-4.013611	5.438612	1.0
-3.967119	5.299439	0.0
-4.064482	5.337499	0.0
-6.629436	4.745129	2.0
-4.088608	5.389323	0.0
-3.957371	5.358006	0.0
-6.490724	6.392517	0.0
-4.323761	5.340854	1.5849625007211563
-4.012045	5.310706	0.0
-4.045457	5.340968	1.5849625007211563
-6.450498	6.886308	3.0
-8.152263	7.259263	0.0
-3.965796	7.055639	1.5849625007211563
-5.741224	6.994209	0.0
-4.044116	5.308768	1.0
-6.649482	4.725307	0.0
-5.928215	6.108661	0.0
-3.981818	5.393693	0.0
-5.358733	5.827758	0.0
-3.327757	6.223788	0.0
-4.0264	5.341349	1.0
-4.017303	5.446589	2.321928094887362
-3.597292	5.2825	1.5849625007211563
-3.763411	5.652925	0.0
-3.489765	6.739238	1.0
-5.28663	6.799785	0.0
-5.365853	5.835745	2.0
-3.649513	6.151548	0.0
-6.644531	4.761053	1.5849625007211563
-5.079317	7.536351	0.0
-3.004928	5.279952	0.0
-6.593956	5.775369	0.0
-3.978407	5.402154	1.5849625007211563
-3.994207	5.396479	1.5849625007211563
-7.558489	7.407572	2.0
-7.335697	6.736038	0.0
-3.103167	5.721778	0.0
-2.946871	5.196997	0.0
-3.907973	5.249202	0.0
