antenna_lon	antenna_lat	weight
-4.08849	5.333922	1.5849625007211563
-4.000633	5.334601	0.0
-3.94374	5.309186	1.0
-3.992217	5.406264	1.0
-4.014445	5.42112	1.0
-3.993941	5.375575	0.0
-3.968842	5.355836	0.0
-3.99997	5.403825	0.0
-3.99805	5.407898	0.0
-4.101965	5.32932	0.0
-5.01455	7.67953	1.0
-3.973681	5.302463	0.0
-7.346521	6.745932	0.0
-7.352674	6.744438	1.0
-3.993232	5.354921	0.0
-6.462767	6.87289	1.0
-6.406859	6.81041	0.0
-3.997911	5.344791	1.0
-5.230336	6.884146	1.0
-4.009713	5.34732	0.0
-6.432639	6.893828	0.0
-4.023072	5.323831	0.0
-3.953847	5.362749	0.0
-4.217436	5.928619	0.0
-6.591126	6.486824	1.5849625007211563
-6.574729	6.495825	1.0
-4.073926	5.329682	1.5849625007211563
-3.946385	5.34052	0.0
-5.274026	6.825037	0.0
-3.900311	5.242825	1.0
-6.638127	4.743548	1.5849625007211563
-6.655096	4.750824	1.5849625007211563
-5.023201	7.661988	0.0
-3.960562	5.289332	1.0
-4.028116	5.426486	0.0
-4.039695	5.327666	0.0
-4.088085	5.321261	0.0
-6.519713	5.293636	0.0
-4.059227	5.436523	1.5849625007211563
-5.246719	6.551589	1.0
-4.006379	5.342979	0.0
-3.984856	5.404333	0.0
-4.010147	5.42625	0.0
-3.976829	5.351453	0.0
-3.987795	5.387504	2.0
-3.671596	6.651527	0.0
-3.968803	5.348878	1.5849625007211563
-3.972668	5.338835	0.0
-5.026854	5.93634	0.0
-4.01321	5.413054	0.0
-4.067936	5.346604	0.0
-3.963821	5.304552	0.0
-6.600531	5.959034	1.5849625007211563
-4.521858	6.333795	0.0
-3.968872	5.392038	0.0
-6.508826	5.973005	0.0
-3.95544	5.296296	0.0
-4.07045	5.322654	0.0
-4.08183	5.331853	2.807354922057604
-5.260911	6.809881	0.0
-5.682307	5.8562	0.0
-2.816409	8.047891	0.0
-3.966466	5.370573	0.0
-7.54355	7.395898	1.5849625007211563
-4.035639	5.314499	0.0
-4.09802	5.316675	0.0
-3.991798	5.379097	1.5849625007211563
-4.073871	5.333064	0.0
-4.091508	5.338455	1.5849625007211563
-4.062846	5.345727	1.0
-3.976629	5.353939	0.0
-3.981183	5.347603	0.0
-7.574889	7.372969	1.0
-3.953466	5.302947	0.0
-4.098681	5.341738	0.0
-6.497682	5.021883	0.0
-3.99589	5.400109	0.0
-3.986897	5.352943	0.0
-4.089827	5.33062	3.1699250014423126
-3.996917	5.338776	0.0
-3.998233	5.324333	0.0
-6.450498	6.886308	0.0
-3.981421	5.398935	0.0
-4.078347	5.318462	2.807354922057604
-2.801975	8.042674	0.0
-3.204733	7.143858	0.0
-3.977307	5.299651	0.0
-6.585165	6.474772	1.0
-4.025267	5.356514	0.0
-3.512154	6.734689	0.0
-5.753299	6.98254	0.0
-5.270035	6.807758	1.0
-4.015951	5.433888	1.0
-3.951586	5.370134	0.0
-3.204848	7.127898	1.0
-6.678872	4.762784	0.0
-7.004209	6.25824	0.0
-4.036388	5.347707	0.0
-4.063565	5.445851	1.0
-3.970119	5.372886	1.0
-5.151122	6.660933	0.0
-6.681608	7.954907	0.0
-4.014943	5.323478	0.0
-3.27846	7.054153	0.0
-4.098707	5.321568	0.0
-6.44185	6.871595	0.0
-4.110586	5.330667	1.5849625007211563
-3.999674	5.423816	0.0
-4.000748	5.374202	0.0
-4.019121	5.42385	1.0
-4.004406	5.340151	2.0
-4.013611	5.438612	1.0
-3.967119	5.299439	1.0
-4.064482	5.337499	1.0
-3.957371	5.358006	1.5849625007211563
-4.051118	5.446725	0.0
-7.523694	9.529498	0.0
-5.153277	5.890399	0.0
-3.514883	6.721583	0.0
-4.111146	5.325874	0.0
-6.455458	6.854143	1.0
-3.508544	6.740343	0.0
-3.961623	5.344896	0.0
-5.928215	6.108661	0.0
-3.981818	5.393693	1.0
-5.417676	6.385409	0.0
-5.419338	6.403413	0.0
-6.595686	5.940536	1.0
-4.002239	5.353209	0.0
-3.956748	5.378876	2.321928094887362
-6.445289	6.903603	0.0
-3.998567	5.386569	1.5849625007211563
-5.28663	6.799785	0.0
-4.011197	5.334394	0.0
-3.907973	5.249202	1.0
-3.978407	5.402154	0.0
-4.004951	5.368954	0.0
-3.994207	5.396479	1.0
-4.069498	5.346651	1.0
-7.0632	6.890848	0.0
-7.558489	7.407572	0.0
-4.025588	5.32152	0.0
-5.275967	6.818977	1.0
-4.020806	5.330888	0.0
-4.023316	5.353329	0.0
-4.024204	5.438757	1.0
-4.072201	5.356907	0.0
-4.000592	5.411181	0.0
-5.243575	6.865502	1.0
-3.99866	5.3584	0.0
-3.973996	5.396387	0.0
-4.029536	5.446151	1.5849625007211563
-3.947516	5.310266	1.0
-4.02693	5.433253	2.0
-3.964356	5.360864	0.0
-6.622706	4.74054	0.0
-4.006901	5.394319	0.0
-3.477266	6.856607	0.0
-4.020374	5.347431	0.0
-6.084862	4.974524	0.0
-4.031563	5.338566	0.0
-6.303949	7.022033	0.0
-5.94227	6.130722	1.0
-3.948415	5.291229	2.321928094887362
-4.080665	5.323305	3.0
-6.695674	5.200523	0.0
-6.588124	5.788395	1.5849625007211563
-4.026684	5.328545	1.0
-3.999637	5.371768	1.0
-3.998696	5.348125	1.0
-6.644302	5.243337	0.0
-3.918318	5.242714	0.0
-3.976474	5.308242	0.0
-6.615019	5.77325	0.0
-6.903042	6.200876	1.0
-5.973374	6.121154	0.0
