antenna_lon	antenna_lat	weight
-3.913602	5.341612	0.0
-3.496235	6.72941	2.321928094887362
-3.485944	6.729422	0.0
-4.014445	5.42112	2.807354922057604
-4.0216	5.446905	0.0
-4.006585	5.435913	2.0
-4.018753	5.420699	1.0
-3.997226	5.417191	1.0
-3.99805	5.407898	1.5849625007211563
-3.211737	5.469107	3.1699250014423126
-3.164583	5.29179	1.0
-4.110951	5.315826	0.0
-3.267292	5.422211	0.0
-3.312813	5.30441	0.0
-3.886351	5.241777	0.0
-4.030648	5.362591	0.0
-4.210628	5.92858	1.0
-4.023072	5.323831	0.0
-3.953847	5.362749	1.0
-4.217436	5.928619	1.5849625007211563
-3.204848	7.127898	0.0
-3.855413	6.358537	0.0
-4.938259	6.257808	0.0
-5.057637	7.682969	1.0
-4.011552	5.450978	0.0
-4.039695	5.327666	0.0
-5.502224	6.346656	1.0
-3.886707	6.379913	0.0
-3.961963	5.349939	0.0
-3.957629	5.310841	1.5849625007211563
-4.088085	5.321261	0.0
-5.973374	6.121154	1.0
-4.020957	5.396149	1.0
-4.067051	5.366841	1.0
-3.984856	5.404333	3.3219280948873626
-3.968803	5.348878	0.0
-3.972668	5.338835	0.0
-3.963821	5.304552	0.0
-4.521858	6.333795	0.0
-4.049611	5.493694	2.584962500721156
-3.333329	6.299667	0.0
-4.007751	5.329997	0.0
-4.059797	7.139565	0.0
-3.761142	5.210271	0.0
-4.08183	5.331853	2.0
-3.983764	5.545714	0.0
-3.979273	5.366714	1.0
-4.088784	5.312996	1.0
-6.65866	4.76788	1.0
-5.94555	6.148645	0.0
-5.356928	5.842847	1.0
-4.057111	5.333743	1.0
-3.88921	5.346685	1.0
-5.808089	6.493828	0.0
-6.42959	6.320125	0.0
-6.003071	5.414547	1.0
-4.073871	5.333064	3.0
-4.091508	5.338455	1.0
-3.741967	5.208949	0.0
-3.599589	5.275466	2.0
-5.570656	7.679088	1.0
-3.960442	5.336617	0.0
-4.023854	5.356878	1.0
-3.981093	5.444594	1.0
-4.023901	5.333848	1.0
-4.031213	5.346444	1.5849625007211563
-8.312376	6.768741	0.0
-3.99589	5.400109	0.0
-5.015629	6.562483	0.0
-3.889793	5.355916	0.0
-4.026443	5.355336	1.0
-4.053861	5.325659	0.0
-3.981421	5.398935	0.0
-2.801975	8.042674	0.0
-4.204861	6.6585	1.5849625007211563
-3.596764	5.261879	1.5849625007211563
-3.964356	5.360864	2.321928094887362
-4.014864	5.317638	0.0
-5.031158	7.681516	1.5849625007211563
-5.31967	5.634025	0.0
-2.982898	9.277208	0.0
-4.015951	5.433888	1.5849625007211563
-4.162748	5.309044	0.0
-7.004209	6.25824	1.0
-5.261862	6.821173	1.5849625007211563
-3.987618	5.419455	1.0
-3.495588	6.715023	1.0
-3.937196	5.306728	3.0
-4.015731	5.357661	2.0
-4.02162	5.419177	1.0
-4.088099	5.307023	0.0
-6.681608	7.954907	0.0
-3.204733	7.143858	1.5849625007211563
-5.060519	7.705747	1.5849625007211563
-4.024601	5.363671	0.0
-4.010922	5.399818	0.0
-6.44185	6.871595	2.321928094887362
-4.110586	5.330667	0.0
-3.999674	5.423816	0.0
-4.000748	5.374202	1.0
-4.013611	5.438612	1.0
-3.967119	5.299439	0.0
-6.629436	4.745129	1.0
-3.957371	5.358006	0.0
-4.323761	5.340854	1.0
-4.012045	5.310706	0.0
-4.375537	5.318976	2.0
-4.045457	5.340968	0.0
-6.450498	6.886308	2.807354922057604
-3.965796	7.055639	2.321928094887362
-5.031067	7.715351	0.0
-5.741224	6.994209	1.5849625007211563
-4.044116	5.308768	1.0
-5.928215	6.108661	1.0
-3.981818	5.393693	0.0
-5.358733	5.827758	2.0
-4.0264	5.341349	0.0
-4.017303	5.446589	1.0
-4.410055	6.495486	1.0
-3.597292	5.2825	1.0
-3.489765	6.739238	1.0
-5.365853	5.835745	2.0
-6.644531	4.761053	0.0
-3.004928	5.279952	0.0
-6.593956	5.775369	2.0
-3.978407	5.402154	1.5849625007211563
