antenna_lon	antenna_lat	weight
-4.143452	5.342044	2.584962500721156
-3.913602	5.341612	0.0
-3.496235	6.72941	3.5849625007211565
-3.485944	6.729422	2.321928094887362
-4.014445	5.42112	4.169925001442312
-4.0216	5.446905	3.3219280948873626
-4.006585	5.435913	2.807354922057604
-4.018753	5.420699	1.5849625007211563
-3.997226	5.417191	3.8073549220576037
-3.99805	5.407898	2.321928094887362
-3.211737	5.469107	4.08746284125034
-4.095467	6.66473	0.0
-3.543346	6.221734	0.0
-3.164583	5.29179	2.0
-4.110951	5.315826	3.3219280948873626
-5.222521	5.31805	1.5849625007211563
-3.267292	5.422211	1.0
-4.643405	5.175587	0.0
-3.312813	5.30441	2.0
-4.025873	5.349383	2.584962500721156
-6.850079	4.770215	0.0
-3.886351	5.241777	3.0
-3.854787	6.091386	1.0
-3.389103	6.65709	1.5849625007211563
-2.919295	5.414372	1.0
-4.030648	5.362591	3.4594316186372978
-4.210628	5.92858	3.5849625007211565
-4.023072	5.323831	1.0
-3.953847	5.362749	1.0
-4.217436	5.928619	3.4594316186372978
-3.204848	7.127898	2.0
-3.855413	6.358537	1.0
-4.938259	6.257808	0.0
-4.889781	5.526307	0.0
-5.312954	7.65729	0.0
-5.057637	7.682969	3.5849625007211565
-3.802443	5.477023	0.0
-5.023201	7.661988	3.1699250014423126
-3.960562	5.289332	0.0
-4.011552	5.450978	3.1699250014423126
-4.039695	5.327666	2.584962500721156
-5.326043	6.839458	1.5849625007211563
-3.940107	5.35375	2.0
-5.502224	6.346656	1.5849625007211563
-3.886707	6.379913	1.5849625007211563
-4.362741	5.44985	0.0
-5.622253	5.656363	0.0
-4.362966	5.206767	1.5849625007211563
-3.66106	5.497098	0.0
-3.850767	5.234282	1.5849625007211563
-3.961963	5.349939	1.5849625007211563
-2.901394	5.272661	1.0
-5.047979	7.917161	0.0
-4.069722	5.326284	1.5849625007211563
-3.957629	5.310841	3.1699250014423126
-4.088085	5.321261	2.584962500721156
-3.960988	5.363379	2.0
-3.576687	6.822775	0.0
-3.97537	5.303743	1.5849625007211563
-5.973374	6.121154	3.3219280948873626
-4.020957	5.396149	2.807354922057604
-4.099931	5.34533	1.0
-6.918692	7.662726	0.0
-4.063918	6.778021	0.0
-4.067051	5.366841	1.0
-3.984856	5.404333	3.9068905956085187
-4.010147	5.42625	2.807354922057604
-3.987795	5.387504	3.0
-3.968803	5.348878	3.4594316186372978
-3.972668	5.338835	2.321928094887362
-3.963821	5.304552	2.321928094887362
-4.049611	5.493694	4.08746284125034
-3.415245	6.560297	1.5849625007211563
-3.17258	5.98135	0.0
-3.761142	5.210271	3.3219280948873626
-5.149748	7.610253	1.5849625007211563
-5.392878	7.352591	1.5849625007211563
-3.507525	5.143694	1.0
-4.019877	5.32314	1.5849625007211563
-3.387237	5.145088	1.0
-4.08183	5.331853	3.4594316186372978
-3.983764	5.545714	0.0
-3.979273	5.366714	3.1699250014423126
-4.045171	6.06715	1.0
-5.250039	6.802218	0.0
-7.564386	9.502505	0.0
-3.161502	5.60284	0.0
-4.088991	5.526551	0.0
-4.088784	5.312996	1.5849625007211563
-6.780258	7.125523	1.0
-6.65866	4.76788	3.5849625007211565
-5.94555	6.148645	2.321928094887362
-4.018886	5.318739	0.0
-5.356928	5.842847	3.4594316186372978
-4.057111	5.333743	3.0
-3.88921	5.346685	2.584962500721156
-7.214502	6.897852	0.0
-6.522211	6.180779	0.0
-5.808089	6.493828	1.0
-6.459591	7.237881	0.0
-6.42959	6.320125	0.0
-6.003071	5.414547	3.5849625007211565
