antenna_lon	antenna_lat	weight
-4.08849	5.333922	2.0
-4.000633	5.334601	1.0
-3.94374	5.309186	0.0
-4.044759	5.436365	0.0
-3.496235	6.72941	1.5849625007211563
-3.485944	6.729422	0.0
-3.992217	5.406264	2.321928094887362
-4.014445	5.42112	2.807354922057604
-3.993941	5.375575	0.0
-3.968842	5.355836	2.0
-3.997956	5.335125	0.0
-3.997226	5.417191	2.584962500721156
-3.99805	5.407898	2.0
-3.211737	5.469107	2.807354922057604
-5.246719	6.551589	0.0
-4.110951	5.315826	0.0
-7.352674	6.744438	1.0
-4.643405	5.175587	0.0
-3.966466	5.370573	1.5849625007211563
-6.829481	6.557124	0.0
-6.607487	5.786158	0.0
-3.886351	5.241777	0.0
-4.021516	5.337642	1.0
-3.979221	5.408609	2.584962500721156
-4.078347	5.318462	1.5849625007211563
-4.210628	5.92858	0.0
-3.953847	5.362749	1.0
-5.640454	9.444401	1.0
-6.591126	6.486824	1.0
-4.073926	5.329682	1.0
-5.274026	6.825037	1.0
-3.900311	5.242825	2.321928094887362
-5.962343	5.192678	0.0
-3.951586	5.370134	1.5849625007211563
-5.023201	7.661988	2.0
-3.908197	5.368849	1.0
-4.520345	5.4001	0.0
-4.048045	5.354356	0.0
-4.039695	5.327666	0.0
-5.582278	7.666136	0.0
-3.940107	5.35375	0.0
-3.970887	5.36474	1.0
-3.922745	5.358844	1.0
-4.044807	5.32148	0.0
-5.101735	8.150414	0.0
-3.961963	5.349939	1.0
-5.642838	6.343247	0.0
-3.957629	5.310841	0.0
-4.088085	5.321261	0.0
-6.519713	5.293636	0.0
-4.80471	5.149611	0.0
-3.97537	5.303743	1.5849625007211563
-3.987795	5.387504	2.807354922057604
-6.538548	5.259052	0.0
-4.099931	5.34533	0.0
-5.01455	7.67953	2.321928094887362
-4.059708	5.328403	1.5849625007211563
-5.270035	6.807758	2.321928094887362
-3.984856	5.404333	2.0
-3.976829	5.351453	1.0
-5.630547	9.453492	1.0
-3.968803	5.348878	2.321928094887362
-3.972668	5.338835	3.0
-7.54355	7.395898	1.0
-4.01321	5.413054	1.5849625007211563
-4.049611	5.493694	0.0
-4.106697	5.33492	1.0
-5.453556	6.601731	0.0
-6.600531	5.959034	1.0
-6.508826	5.973005	1.0
-3.95544	5.296296	0.0
-4.067936	5.346604	2.807354922057604
-3.630282	5.252063	0.0
-3.973681	5.302463	0.0
-4.07045	5.322654	1.0
-4.078238	5.342349	1.0
-3.983764	5.545714	0.0
-3.967119	5.299439	2.321928094887362
-3.979273	5.366714	2.0
-2.799478	8.035303	0.0
