antenna_lon	antenna_lat	weight
-4.143452	5.342044	4.584962500721157
-3.913602	5.341612	3.8073549220576037
-4.070007	5.451365	1.5849625007211563
-3.496235	6.72941	6.930737337562887
-3.485944	6.729422	6.426264754702098
-3.911705	5.85801	2.321928094887362
-4.014445	5.42112	7.693486957499325
-4.0216	5.446905	5.78135971352466
-4.006585	5.435913	4.584962500721157
-4.018753	5.420699	6.066089190457772
-3.997226	5.417191	6.22881869049588
-3.99805	5.407898	5.08746284125034
-3.211737	5.469107	6.303780748177103
-4.095467	6.66473	1.5849625007211563
-3.543346	6.221734	4.0
-4.531543	5.888553	1.0
-3.164583	5.29179	3.0
-4.110951	5.315826	5.247927513443585
-5.222521	5.31805	3.1699250014423126
-3.267292	5.422211	2.321928094887362
-4.643405	5.175587	0.0
-5.829559	5.503682	0.0
-3.312813	5.30441	3.700439718141092
-4.196007	5.318276	2.321928094887362
-4.025873	5.349383	6.6865005271832185
-6.850079	4.770215	3.0
-3.886351	5.241777	5.882643049361842
-3.854787	6.091386	4.459431618637297
-3.389103	6.65709	1.5849625007211563
-2.919295	5.414372	2.0
-4.030648	5.362591	6.375039431346925
-4.210628	5.92858	6.7414669864011465
-4.023072	5.323831	5.78135971352466
-3.953847	5.362749	5.754887502163469
-4.217436	5.928619	6.807354922057604
-4.480228	6.48586	1.5849625007211563
-3.204848	7.127898	4.754887502163469
-3.944274	5.979019	2.321928094887362
-3.855413	6.358537	1.0
-4.938259	6.257808	3.0
-6.088081	6.046795	2.0
-4.889781	5.526307	2.0
-5.312954	7.65729	2.807354922057604
-5.057637	7.682969	5.554588851677638
-3.802443	5.477023	1.5849625007211563
-5.023201	7.661988	5.0
-3.960562	5.289332	4.247927513443585
-4.011552	5.450978	5.584962500721157
-4.039695	5.327666	5.08746284125034
-5.074323	7.234814	2.321928094887362
-5.326043	6.839458	2.584962500721156
-3.940107	5.35375	4.807354922057604
-5.502224	6.346656	4.0
-3.886707	6.379913	4.169925001442312
-5.879383	6.938892	1.5849625007211563
-4.362741	5.44985	1.0
-5.622253	5.656363	1.5849625007211563
-4.362966	5.206767	0.0
-3.66106	5.497098	0.0
-3.850767	5.234282	4.247927513443585
-3.961963	5.349939	4.584962500721157
-2.901394	5.272661	1.5849625007211563
-5.047979	7.917161	2.0
-4.069722	5.326284	5.247927513443585
-3.957629	5.310841	5.0
-4.088085	5.321261	5.169925001442312
-3.960988	5.363379	5.807354922057605
-3.97537	5.303743	4.584962500721157
-3.535525	7.106592	0.0
