antenna_lon	antenna_lat	weight
-4.143452	5.342044	4.169925001442312
-3.913602	5.341612	2.0
-4.070007	5.451365	2.584962500721156
-3.496235	6.72941	7.4346282276367255
-3.485944	6.729422	6.044394119358453
-3.911705	5.85801	1.5849625007211563
-4.014445	5.42112	7.285402218862249
-4.0216	5.446905	6.554588851677638
-4.006585	5.435913	5.321928094887363
-4.018753	5.420699	5.0
-3.997226	5.417191	6.339850002884625
-3.99805	5.407898	6.339850002884625
-3.211737	5.469107	6.459431618637298
-4.095467	6.66473	1.0
-3.543346	6.221734	2.584962500721156
-3.164583	5.29179	3.5849625007211565
-4.110951	5.315826	6.303780748177103
-5.222521	5.31805	2.584962500721156
-3.267292	5.422211	3.0
-4.643405	5.175587	1.0
-3.312813	5.30441	3.4594316186372978
-4.196007	5.318276	2.0
-4.025873	5.349383	5.523561956057013
-6.850079	4.770215	2.807354922057604
-3.886351	5.241777	6.894817763307944
-3.854787	6.091386	4.321928094887363
-3.389103	6.65709	1.5849625007211563
-3.943785	6.324254	2.0
-2.919295	5.414372	3.0
-4.030648	5.362591	5.285402218862249
-4.210628	5.92858	6.357552004618085
-4.023072	5.323831	2.584962500721156
-3.953847	5.362749	5.754887502163469
-4.217436	5.928619	6.409390936137703
-4.480228	6.48586	0.0
-3.204848	7.127898	5.459431618637297
-3.944274	5.979019	2.321928094887362
-3.855413	6.358537	2.321928094887362
-4.938259	6.257808	1.5849625007211563
-6.088081	6.046795	1.5849625007211563
-4.889781	5.526307	2.0
-5.312954	7.65729	3.0
-5.057637	7.682969	6.044394119358453
-3.802443	5.477023	2.321928094887362
-5.023201	7.661988	5.08746284125034
-3.960562	5.289332	4.807354922057604
-4.011552	5.450978	5.08746284125034
-4.039695	5.327666	5.321928094887363
-3.229693	6.964909	1.5849625007211563
-5.074323	7.234814	2.321928094887362
-5.326043	6.839458	3.3219280948873626
-3.940107	5.35375	4.700439718141093
-5.502224	6.346656	3.0
-3.886707	6.379913	4.807354922057604
-4.362741	5.44985	1.5849625007211563
-5.622253	5.656363	1.0
-4.362966	5.206767	1.5849625007211563
-3.66106	5.497098	0.0
-3.850767	5.234282	3.8073549220576037
-3.961963	5.349939	4.247927513443585
-2.901394	5.272661	1.5849625007211563
-5.047979	7.917161	1.0
-4.069722	5.326284	5.426264754702098
-3.957629	5.310841	6.321928094887362
-4.088085	5.321261	6.149747119504682
-3.960988	5.363379	5.700439718141093
