antenna_lon	antenna_lat	weight
-4.143452	5.342044	4.584962500721157
-3.913602	5.341612	2.807354922057604
-4.070007	5.451365	0.0
-3.496235	6.72941	6.339850002884625
-3.485944	6.729422	4.584962500721157
-4.014445	5.42112	5.807354922057605
-4.0216	5.446905	5.584962500721157
-4.006585	5.435913	5.044394119358453
-4.018753	5.420699	3.4594316186372978
-3.997226	5.417191	5.78135971352466
-3.99805	5.407898	5.7279204545632
-3.211737	5.469107	5.930737337562887
-3.543346	6.221734	1.5849625007211563
-4.531543	5.888553	0.0
-3.164583	5.29179	1.5849625007211563
-4.110951	5.315826	5.857980995127572
-3.267292	5.422211	3.0
-4.643405	5.175587	1.0
-3.312813	5.30441	1.5849625007211563
-4.025873	5.349383	4.459431618637297
-6.850079	4.770215	0.0
-3.886351	5.241777	5.832890014164742
-3.854787	6.091386	3.8073549220576037
-3.943785	6.324254	0.0
-2.919295	5.414372	0.0
-4.030648	5.362591	4.0
-4.210628	5.92858	5.392317422778761
-4.023072	5.323831	1.5849625007211563
-3.953847	5.362749	4.906890595608519
-4.217436	5.928619	5.0
-4.480228	6.48586	1.0
-3.204848	7.127898	4.754887502163469
-3.944274	5.979019	0.0
-3.855413	6.358537	0.0
-4.938259	6.257808	0.0
-6.088081	6.046795	0.0
-5.312954	7.65729	1.0
-5.057637	7.682969	6.0
-3.802443	5.477023	2.321928094887362
-5.023201	7.661988	4.643856189774724
-3.960562	5.289332	2.807354922057604
-4.011552	5.450978	4.643856189774724
-4.039695	5.327666	4.247927513443585
-5.074323	7.234814	0.0
-5.326043	6.839458	3.0
-3.940107	5.35375	5.426264754702098
-5.502224	6.346656	2.0
-3.886707	6.379913	3.4594316186372978
-5.879383	6.938892	1.0
-3.66106	5.497098	0.0
-3.961963	5.349939	4.643856189774724
-5.047979	7.917161	1.5849625007211563
-4.069722	5.326284	5.321928094887363
-3.957629	5.310841	5.857980995127572
-4.088085	5.321261	5.807354922057605
-3.960988	5.363379	4.0
-3.576687	6.822775	0.0
-3.97537	5.303743	5.129283016944966
-5.973374	6.121154	3.4594316186372978
-4.020957	5.396149	1.0
-4.099931	5.34533	2.321928094887362
-3.765255	6.230481	0.0
-4.006379	5.342979	4.321928094887363
-4.063918	6.778021	0.0
-5.557924	7.485534	1.5849625007211563
-4.067051	5.366841	2.0
