antenna_lon	antenna_lat	weight
-4.143452	5.342044	3.9068905956085187
-3.913602	5.341612	1.5849625007211563
-4.070007	5.451365	1.0
-3.496235	6.72941	7.011227255423254
-3.485944	6.729422	5.0
-4.014445	5.42112	6.066089190457772
-4.0216	5.446905	5.321928094887363
-4.006585	5.435913	3.8073549220576037
-4.018753	5.420699	3.1699250014423126
-3.997226	5.417191	5.584962500721157
-3.99805	5.407898	5.832890014164742
-3.211737	5.469107	5.807354922057605
-3.164583	5.29179	1.0
-4.110951	5.315826	5.7279204545632
-3.267292	5.422211	1.5849625007211563
-4.643405	5.175587	0.0
-3.312813	5.30441	0.0
-4.196007	5.318276	1.5849625007211563
-4.025873	5.349383	4.08746284125034
-6.850079	4.770215	0.0
-3.886351	5.241777	5.977279923499917
-3.854787	6.091386	3.4594316186372978
-2.919295	5.414372	2.0
-4.030648	5.362591	5.20945336562895
-4.210628	5.92858	6.169925001442312
-4.023072	5.323831	0.0
-3.953847	5.362749	4.700439718141093
-4.217436	5.928619	6.044394119358453
-3.204848	7.127898	4.523561956057013
-3.944274	5.979019	1.0
-3.855413	6.358537	2.321928094887362
-4.938259	6.257808	1.0
-5.057637	7.682969	5.643856189774724
-3.802443	5.477023	0.0
-5.023201	7.661988	3.700439718141092
-3.960562	5.289332	4.459431618637297
-4.011552	5.450978	3.4594316186372978
-4.039695	5.327666	5.044394119358453
-5.074323	7.234814	1.0
-5.326043	6.839458	2.584962500721156
-3.940107	5.35375	4.392317422778761
-5.502224	6.346656	2.0
-3.886707	6.379913	3.9068905956085187
-4.362966	5.206767	3.3219280948873626
-3.66106	5.497098	0.0
-3.850767	5.234282	1.0
-3.961963	5.349939	4.584962500721157
-2.901394	5.272661	0.0
-5.047979	7.917161	0.0
-4.069722	5.326284	5.977279923499917
-3.957629	5.310841	6.22881869049588
-4.088085	5.321261	5.857980995127572
-3.960988	5.363379	4.584962500721157
-3.97537	5.303743	4.08746284125034
-5.973374	6.121154	4.321928094887363
-4.020957	5.396149	1.0
-4.099931	5.34533	4.247927513443585
-3.765255	6.230481	0.0
-4.006379	5.342979	4.584962500721157
-6.918692	7.662726	1.0
-5.557924	7.485534	0.0
-4.067051	5.366841	3.8073549220576037
-3.984856	5.404333	6.491853096329675
-4.010147	5.42625	4.0
-5.029667	6.681041	1.0
-3.987795	5.387504	5.357552004618084
-3.671596	6.651527	0.0
-3.968803	5.348878	5.7279204545632
-3.972668	5.338835	4.247927513443585
-3.963821	5.304552	5.044394119358453
-4.049611	5.493694	6.022367813028454
-2.850978	7.882746	0.0
-3.333329	6.299667	2.0
-4.007751	5.329997	3.5849625007211565
-3.761142	5.210271	5.08746284125034
-5.392878	7.352591	1.0
-3.507525	5.143694	0.0
-4.984303	6.49995	1.0
-4.019877	5.32314	1.0
-3.387237	5.145088	1.0
-4.08183	5.331853	6.375039431346925
-5.118239	6.783518	1.0
-3.983764	5.545714	2.321928094887362
-3.979273	5.366714	5.357552004618084
-4.045171	6.06715	0.0
-5.250039	6.802218	2.584962500721156
-7.564386	9.502505	2.321928094887362
-3.161502	5.60284	0.0
-4.088991	5.526551	3.1699250014423126
-4.088784	5.312996	4.906890595608519
-6.780258	7.125523	0.0
-6.65866	4.76788	6.129283016944967
-5.94555	6.148645	4.643856189774724
-4.018886	5.318739	0.0
-5.356928	5.842847	5.20945336562895
-4.057111	5.333743	6.247927513443586
-4.111707	5.369141	0.0
-3.88921	5.346685	5.954196310386876
-6.522211	6.180779	2.0
-5.808089	6.493828	1.5849625007211563
-6.036916	5.548626	0.0
-6.42959	6.320125	0.0
-6.003071	5.414547	2.0
-6.346468	5.20854	2.321928094887362
-5.625662	9.474096	5.08746284125034
-6.735606	8.839828	0.0
-4.073871	5.333064	7.276124405274238
-6.189007	7.188134	0.0
-4.022178	5.347719	2.0
-3.962161	5.297789	4.857980995127573
-6.66898	4.772571	5.357552004618084
-4.091508	5.338455	5.523561956057013
-5.29165	6.824332	4.321928094887363
-3.741967	5.208949	5.491853096329675
-5.989317	6.008171	1.0
-5.958943	6.46199	0.0
-3.599589	5.275466	5.392317422778761
-6.856408	6.870535	0.0
-4.005653	5.406751	4.906890595608519
-3.981183	5.347603	4.754887502163469
-4.458363	6.779429	0.0
-5.570656	7.679088	5.523561956057013
-3.960442	5.336617	3.1699250014423126
-4.023854	5.356878	5.832890014164742
-3.410267	6.078371	0.0
-4.014304	5.342935	3.700439718141092
-3.981093	5.444594	2.584962500721156
-4.004623	5.311905	3.3219280948873626
-7.61935	7.732864	0.0
-3.194078	6.00951	0.0
-3.754619	6.802551	0.0
-4.023901	5.333848	4.0
-4.031213	5.346444	5.285402218862249
-6.145423	6.208062	2.321928094887362
-4.360453	5.938451	1.0
-8.312376	6.768741	1.0
-3.99589	5.400109	5.523561956057013
-5.015629	6.562483	6.0
-3.889793	5.355916	6.321928094887362
-6.034083	7.338732	0.0
-4.026443	5.355336	4.754887502163469
-6.580547	4.934835	1.5849625007211563
-3.869922	5.348026	4.754887502163469
-5.712812	6.316644	0.0
-7.170058	7.15516	1.0
-3.998233	5.324333	3.3219280948873626
-4.672973	5.905593	0.0
-6.20083	6.385569	1.0
-6.525366	6.654184	0.0
-4.053861	5.325659	5.129283016944966
-3.981421	5.398935	4.459431618637297
-2.801975	8.042674	4.857980995127573
-4.204861	6.6585	4.459431618637297
-3.956538	5.370529	4.08746284125034
-4.106718	5.344941	1.0
-6.051272	6.924573	3.0
-3.596764	5.261879	5.614709844115208
-6.485888	7.145734	0.0
-3.964356	5.360864	5.357552004618084
-3.512154	6.734689	6.189824558880018
-4.014864	5.317638	1.5849625007211563
-5.295145	7.877907	0.0
-5.753299	6.98254	6.409390936137703
-5.031158	7.681516	6.266786540694902
-5.489291	6.722429	0.0
-4.024002	5.359853	4.169925001442312
-4.015951	5.433888	5.426264754702098
-4.162748	5.309044	2.0
-4.846348	7.600497	1.0
-6.379644	6.498782	1.0
-4.221507	6.654994	2.321928094887362
-7.004209	6.25824	4.459431618637297
-7.014496	6.247475	4.523561956057013
-5.261862	6.821173	6.599912842187128
-3.987618	5.419455	5.357552004618084
-3.495588	6.715023	5.285402218862249
-5.278736	6.867756	4.700439718141093
-3.937196	5.306728	6.409390936137703
-3.988471	5.341687	2.321928094887362
-5.027187	7.651894	4.321928094887363
-6.613363	4.736188	1.5849625007211563
-4.028446	5.330621	2.807354922057604
-4.015731	5.357661	5.491853096329675
-3.983911	5.381465	4.0
-4.02162	5.419177	4.643856189774724
-4.091533	5.354696	2.0
-4.088099	5.307023	4.169925001442312
-6.681608	7.954907	3.8073549220576037
-4.073932	5.355972	4.584962500721157
-3.083494	7.267637	0.0
-4.014943	5.323478	2.807354922057604
-5.076243	5.703332	0.0
-3.204733	7.143858	4.247927513443585
-5.060519	7.705747	4.857980995127573
-4.024601	5.363671	2.584962500721156
-4.010922	5.399818	5.08746284125034
-6.44185	6.871595	5.554588851677638
-3.935408	5.363574	5.584962500721157
-3.92971	5.391959	3.5849625007211565
-4.110586	5.330667	5.930737337562887
-3.999674	5.423816	5.08746284125034
-4.000748	5.374202	5.672425341971496
-4.01714	5.321476	3.4594316186372978
-4.004406	5.340151	5.20945336562895
-4.013611	5.438612	5.08746284125034
-4.01369	5.438639	3.3219280948873626
-3.967119	5.299439	6.209453365628951
