-3.496235	6.72941	-3.485944	6.729422	1
-3.485944	6.729422	-3.489765	6.739238	1
-4.014445	5.42112	-4.010147	5.42625	2
-4.014445	5.42112	-4.019121	5.42385	2
-4.0216	5.446905	-4.012899	5.443486	1
-4.0216	5.446905	-4.015951	5.433888	1
-4.0216	5.446905	-4.054454	5.452798	1
-4.006585	5.435913	-3.992448	5.436594	1
-3.997226	5.417191	-3.992217	5.406264	2
-3.99805	5.407898	-4.006083	5.402037	1
-3.99805	5.407898	-3.984856	5.404333	1
-3.211737	5.469107	-3.198878	5.483006	2
-3.211737	5.469107	-3.204099	5.46974	7
-4.025873	5.349383	-4.0264	5.341349	1
-3.886351	5.241777	-3.900311	5.242825	1
-3.886351	5.241777	-3.850767	5.234282	1
-3.854787	6.091386	-3.861475	6.123827	1
-3.389103	6.65709	-3.335695	6.572469	1
-4.210628	5.92858	-4.217436	5.928619	2
-3.953847	5.362749	-3.970119	5.372886	1
-3.953847	5.362749	-3.987795	5.387504	1
-3.953847	5.362749	-3.935408	5.363574	1
-4.217436	5.928619	-4.20603	5.977015	1
-4.217436	5.928619	-4.360453	5.938451	1
-4.217436	5.928619	-4.210628	5.92858	1
-4.011552	5.450978	-4.017303	5.446589	1
-4.039695	5.327666	-4.02345	5.328242	1
-4.039695	5.327666	-4.047327	5.330121	1
-5.326043	6.839458	-5.615294	6.998964	1
-3.940107	5.35375	-3.946385	5.34052	1
-3.961963	5.349939	-3.968842	5.355836	1
-4.069722	5.326284	-4.065106	5.331971	1
-4.088085	5.321261	-4.09802	5.316675	1
-4.088085	5.321261	-4.08183	5.331853	1
-3.960988	5.363379	-3.998567	5.386569	1
-3.97537	5.303743	-3.977307	5.299651	1
-5.557924	7.485534	-5.570656	7.679088	1
-4.067051	5.366841	-4.064887	5.35407	3
-3.984856	5.404333	-3.981421	5.398935	1
-3.984856	5.404333	-3.979221	5.408609	4
-4.010147	5.42625	-3.999674	5.423816	1
-4.010147	5.42625	-4.014445	5.42112	1
-3.987795	5.387504	-3.998567	5.386569	4
-3.987795	5.387504	-3.964356	5.360864	1
-3.987795	5.387504	-3.976629	5.353939	1
-3.987795	5.387504	-3.981818	5.393693	1
-3.987795	5.387504	-3.989324	5.394109	1
-3.987795	5.387504	-3.983911	5.381465	1
-3.968803	5.348878	-3.954244	5.346763	1
-3.968803	5.348878	-3.977899	5.345458	1
-3.968803	5.348878	-3.976629	5.353939	2
-3.963821	5.304552	-3.976474	5.308242	1
-4.049611	5.493694	-4.055803	5.489903	7
-3.17258	5.98135	-3.194078	6.00951	1
-4.007751	5.329997	-4.004623	5.311905	1
-3.761142	5.210271	-3.741038	5.216546	1
-5.149748	7.610253	-5.195365	7.75733	1
-3.507525	5.143694	-3.405973	5.155959	1
-4.984303	6.49995	-5.017079	6.554245	1
-3.387237	5.145088	-3.405973	5.155959	1
